THINID,COLOR
h-border-26-14-27-14,"rgb(218, 218, 218)"
h-border-26-15-27-15,"rgb(218, 218, 218)"
h-border-26-16-27-16,"rgb(218, 218, 218)"
h-border-26-17-27-17,"rgb(218, 218, 218)"
h-border-26-18-27-18,"rgb(218, 218, 218)"
h-border-26-19-27-19,"rgb(218, 218, 218)"
h-border-26-20-27-20,"rgb(218, 218, 218)"
h-border-26-21-27-21,"rgb(218, 218, 218)"
h-border-26-22-27-22,"rgb(218, 218, 218)"
h-border-26-23-27-23,"rgb(218, 218, 218)"
h-border-26-24-27-24,"rgb(218, 218, 218)"
h-border-26-25-27-25,"rgb(218, 218, 218)"
h-border-26-26-27-26,"rgb(218, 218, 218)"
h-border-26-27-27-27,"rgb(218, 218, 218)"
h-border-26-28-27-28,"rgb(218, 218, 218)"
h-border-26-29-27-29,"rgb(218, 218, 218)"
h-border-26-30-27-30,"rgb(218, 218, 218)"
h-border-26-31-27-31,"rgb(218, 218, 218)"
v-border-27-0-27-1,"rgb(218, 218, 218)"
v-border-27-1-27-2,"rgb(218, 218, 218)"
v-border-27-2-27-3,"rgb(218, 218, 218)"
v-border-27-3-27-4,"rgb(218, 218, 218)"
v-border-27-4-27-5,"rgb(218, 218, 218)"
v-border-27-5-27-6,"rgb(218, 218, 218)"
v-border-27-6-27-7,"rgb(218, 218, 218)"
v-border-27-7-27-8,"rgb(218, 218, 218)"
v-border-27-8-27-9,"rgb(218, 218, 218)"
v-border-27-9-27-10,"rgb(218, 218, 218)"
v-border-27-10-27-11,"rgb(218, 218, 218)"
v-border-27-11-27-12,"rgb(218, 218, 218)"
v-border-27-12-27-13,"rgb(218, 218, 218)"
v-border-27-13-27-14,"rgb(218, 218, 218)"
v-border-27-14-27-15,"rgb(218, 218, 218)"
v-border-27-15-27-16,black
v-border-27-16-27-17,"rgb(218, 218, 218)"
v-border-27-17-27-18,"rgb(218, 218, 218)"
v-border-27-18-27-19,"rgb(218, 218, 218)"
v-border-27-19-27-20,"rgb(218, 218, 218)"
v-border-27-20-27-21,"rgb(218, 218, 218)"
v-border-27-21-27-22,"rgb(218, 218, 218)"
v-border-27-22-27-23,"rgb(218, 218, 218)"
v-border-27-23-27-24,"rgb(218, 218, 218)"
v-border-27-24-27-25,"rgb(218, 218, 218)"
v-border-27-25-27-26,"rgb(218, 218, 218)"
v-border-27-26-27-27,"rgb(218, 218, 218)"
v-border-27-27-27-28,"rgb(218, 218, 218)"
v-border-27-28-27-29,"rgb(218, 218, 218)"
v-border-27-29-27-30,"rgb(218, 218, 218)"
v-border-27-30-27-31,"rgb(218, 218, 218)"
h-border-27-0-28-0,"rgb(218, 218, 218)"
h-border-27-1-28-1,"rgb(218, 218, 218)"
h-border-27-2-28-2,"rgb(218, 218, 218)"
h-border-27-3-28-3,"rgb(218, 218, 218)"
h-border-27-4-28-4,"rgb(218, 218, 218)"
h-border-27-5-28-5,"rgb(218, 218, 218)"
h-border-27-6-28-6,"rgb(218, 218, 218)"
h-border-27-7-28-7,"rgb(218, 218, 218)"
h-border-27-8-28-8,"rgb(218, 218, 218)"
h-border-27-9-28-9,"rgb(218, 218, 218)"
h-border-27-10-28-10,"rgb(218, 218, 218)"
h-border-27-11-28-11,"rgb(218, 218, 218)"
h-border-27-12-28-12,"rgb(218, 218, 218)"
h-border-27-13-28-13,"rgb(218, 218, 218)"
h-border-27-14-28-14,"rgb(218, 218, 218)"
h-border-27-15-28-15,"rgb(218, 218, 218)"
h-border-27-16-28-16,"rgb(218, 218, 218)"
h-border-27-17-28-17,"rgb(218, 218, 218)"
h-border-27-18-28-18,"rgb(218, 218, 218)"
h-border-27-19-28-19,"rgb(218, 218, 218)"
h-border-27-20-28-20,"rgb(218, 218, 218)"
h-border-27-21-28-21,"rgb(218, 218, 218)"
h-border-27-22-28-22,"rgb(218, 218, 218)"
h-border-27-23-28-23,"rgb(218, 218, 218)"
h-border-27-24-28-24,"rgb(218, 218, 218)"
h-border-27-25-28-25,"rgb(218, 218, 218)"
h-border-27-26-28-26,"rgb(218, 218, 218)"
h-border-27-27-28-27,"rgb(218, 218, 218)"
h-border-27-28-28-28,"rgb(218, 218, 218)"
h-border-27-29-28-29,"rgb(218, 218, 218)"
h-border-27-30-28-30,"rgb(218, 218, 218)"
h-border-27-31-28-31,"rgb(218, 218, 218)"
v-border-28-0-28-1,"rgb(218, 218, 218)"
v-border-28-1-28-2,"rgb(218, 218, 218)"
v-border-28-2-28-3,"rgb(218, 218, 218)"
v-border-28-3-28-4,"rgb(218, 218, 218)"
v-border-28-4-28-5,"rgb(218, 218, 218)"
v-border-28-5-28-6,"rgb(218, 218, 218)"
v-border-28-6-28-7,"rgb(218, 218, 218)"
v-border-28-7-28-8,"rgb(218, 218, 218)"
v-border-28-8-28-9,"rgb(218, 218, 218)"
v-border-28-9-28-10,"rgb(218, 218, 218)"
v-border-28-10-28-11,"rgb(218, 218, 218)"
v-border-28-11-28-12,"rgb(218, 218, 218)"
v-border-28-12-28-13,"rgb(218, 218, 218)"
v-border-28-13-28-14,"rgb(218, 218, 218)"
v-border-28-14-28-15,"rgb(218, 218, 218)"
v-border-28-15-28-16,black
v-border-28-16-28-17,"rgb(218, 218, 218)"
v-border-28-17-28-18,"rgb(218, 218, 218)"
v-border-28-18-28-19,"rgb(218, 218, 218)"
v-border-28-19-28-20,"rgb(218, 218, 218)"
v-border-28-20-28-21,"rgb(218, 218, 218)"
v-border-28-21-28-22,"rgb(218, 218, 218)"
v-border-28-22-28-23,"rgb(218, 218, 218)"
v-border-28-23-28-24,"rgb(218, 218, 218)"
v-border-28-24-28-25,"rgb(218, 218, 218)"
v-border-28-25-28-26,"rgb(218, 218, 218)"
v-border-28-26-28-27,"rgb(218, 218, 218)"
v-border-28-27-28-28,"rgb(218, 218, 218)"
v-border-28-28-28-29,"rgb(218, 218, 218)"
v-border-28-29-28-30,"rgb(218, 218, 218)"
v-border-28-30-28-31,"rgb(218, 218, 218)"
h-border-28-0-29-0,"rgb(218, 218, 218)"
h-border-28-1-29-1,"rgb(218, 218, 218)"
h-border-28-2-29-2,"rgb(218, 218, 218)"
h-border-28-3-29-3,"rgb(218, 218, 218)"
h-border-28-4-29-4,"rgb(218, 218, 218)"
h-border-28-5-29-5,"rgb(218, 218, 218)"
h-border-28-6-29-6,"rgb(218, 218, 218)"
h-border-28-7-29-7,"rgb(218, 218, 218)"
h-border-28-8-29-8,"rgb(218, 218, 218)"
h-border-28-9-29-9,"rgb(218, 218, 218)"
h-border-28-10-29-10,"rgb(218, 218, 218)"
h-border-28-11-29-11,"rgb(218, 218, 218)"
h-border-28-12-29-12,"rgb(218, 218, 218)"
h-border-28-13-29-13,"rgb(218, 218, 218)"
h-border-28-14-29-14,"rgb(218, 218, 218)"
h-border-28-15-29-15,"rgb(218, 218, 218)"
h-border-28-16-29-16,"rgb(218, 218, 218)"
h-border-28-17-29-17,"rgb(218, 218, 218)"
h-border-28-18-29-18,"rgb(218, 218, 218)"
h-border-28-19-29-19,"rgb(218, 218, 218)"
h-border-28-20-29-20,"rgb(218, 218, 218)"
h-border-28-21-29-21,"rgb(218, 218, 218)"
h-border-28-22-29-22,"rgb(218, 218, 218)"
h-border-28-23-29-23,"rgb(218, 218, 218)"
h-border-28-24-29-24,"rgb(218, 218, 218)"
h-border-28-25-29-25,"rgb(218, 218, 218)"
h-border-28-26-29-26,"rgb(218, 218, 218)"
h-border-28-27-29-27,"rgb(218, 218, 218)"
h-border-28-28-29-28,"rgb(218, 218, 218)"
h-border-28-29-29-29,"rgb(218, 218, 218)"
h-border-28-30-29-30,"rgb(218, 218, 218)"
h-border-28-31-29-31,"rgb(218, 218, 218)"
v-border-29-0-29-1,"rgb(218, 218, 218)"
v-border-29-1-29-2,"rgb(218, 218, 218)"
v-border-29-2-29-3,"rgb(218, 218, 218)"
v-border-29-3-29-4,"rgb(218, 218, 218)"
v-border-29-4-29-5,"rgb(218, 218, 218)"
v-border-29-5-29-6,"rgb(218, 218, 218)"
v-border-29-6-29-7,"rgb(218, 218, 218)"
v-border-29-7-29-8,"rgb(218, 218, 218)"
v-border-29-8-29-9,"rgb(218, 218, 218)"
v-border-29-9-29-10,"rgb(218, 218, 218)"
v-border-29-10-29-11,"rgb(218, 218, 218)"
v-border-29-11-29-12,"rgb(218, 218, 218)"
v-border-29-12-29-13,"rgb(218, 218, 218)"
v-border-29-13-29-14,"rgb(218, 218, 218)"
v-border-29-14-29-15,"rgb(218, 218, 218)"
v-border-29-15-29-16,black
v-border-29-16-29-17,"rgb(218, 218, 218)"
v-border-29-17-29-18,"rgb(218, 218, 218)"
v-border-29-18-29-19,"rgb(218, 218, 218)"
v-border-29-19-29-20,"rgb(218, 218, 218)"
v-border-29-20-29-21,"rgb(218, 218, 218)"
v-border-29-21-29-22,"rgb(218, 218, 218)"
v-border-29-22-29-23,"rgb(218, 218, 218)"
v-border-29-23-29-24,"rgb(218, 218, 218)"
v-border-29-24-29-25,"rgb(218, 218, 218)"
v-border-29-25-29-26,"rgb(218, 218, 218)"
v-border-29-26-29-27,"rgb(218, 218, 218)"
v-border-29-27-29-28,"rgb(218, 218, 218)"
v-border-29-28-29-29,"rgb(218, 218, 218)"
v-border-29-29-29-30,"rgb(218, 218, 218)"
v-border-29-30-29-31,"rgb(218, 218, 218)"
h-border-29-0-30-0,"rgb(218, 218, 218)"
h-border-29-1-30-1,"rgb(218, 218, 218)"
h-border-29-2-30-2,"rgb(218, 218, 218)"
h-border-29-3-30-3,"rgb(218, 218, 218)"
h-border-29-4-30-4,"rgb(218, 218, 218)"
h-border-29-5-30-5,"rgb(218, 218, 218)"
h-border-29-6-30-6,"rgb(218, 218, 218)"
h-border-29-7-30-7,"rgb(218, 218, 218)"
h-border-29-8-30-8,"rgb(218, 218, 218)"
h-border-29-9-30-9,"rgb(218, 218, 218)"
h-border-29-10-30-10,"rgb(218, 218, 218)"
h-border-29-11-30-11,"rgb(218, 218, 218)"
h-border-29-12-30-12,"rgb(218, 218, 218)"
h-border-29-13-30-13,"rgb(218, 218, 218)"
h-border-29-14-30-14,"rgb(218, 218, 218)"
h-border-29-15-30-15,"rgb(218, 218, 218)"
h-border-29-16-30-16,"rgb(218, 218, 218)"
h-border-29-17-30-17,"rgb(218, 218, 218)"
h-border-29-18-30-18,"rgb(218, 218, 218)"
h-border-29-19-30-19,"rgb(218, 218, 218)"
h-border-29-20-30-20,"rgb(218, 218, 218)"
h-border-29-21-30-21,"rgb(218, 218, 218)"
h-border-29-22-30-22,"rgb(218, 218, 218)"
h-border-29-23-30-23,"rgb(218, 218, 218)"
h-border-29-24-30-24,"rgb(218, 218, 218)"
h-border-29-25-30-25,"rgb(218, 218, 218)"
h-border-29-26-30-26,"rgb(218, 218, 218)"
h-border-29-27-30-27,"rgb(218, 218, 218)"
h-border-29-28-30-28,"rgb(218, 218, 218)"
h-border-29-29-30-29,"rgb(218, 218, 218)"
h-border-29-30-30-30,"rgb(218, 218, 218)"
h-border-29-31-30-31,"rgb(218, 218, 218)"
v-border-30-0-30-1,"rgb(218, 218, 218)"
v-border-30-1-30-2,"rgb(218, 218, 218)"
v-border-30-2-30-3,"rgb(218, 218, 218)"
v-border-30-3-30-4,"rgb(218, 218, 218)"
v-border-30-4-30-5,"rgb(218, 218, 218)"
v-border-30-5-30-6,"rgb(218, 218, 218)"
v-border-30-6-30-7,"rgb(218, 218, 218)"
v-border-30-7-30-8,"rgb(218, 218, 218)"
v-border-30-8-30-9,"rgb(218, 218, 218)"
v-border-30-9-30-10,"rgb(218, 218, 218)"
v-border-30-10-30-11,"rgb(218, 218, 218)"
v-border-30-11-30-12,"rgb(218, 218, 218)"
v-border-30-12-30-13,"rgb(218, 218, 218)"
v-border-30-13-30-14,"rgb(218, 218, 218)"
v-border-30-14-30-15,"rgb(218, 218, 218)"
v-border-30-15-30-16,black
v-border-30-16-30-17,"rgb(218, 218, 218)"
v-border-30-17-30-18,"rgb(218, 218, 218)"
v-border-30-18-30-19,"rgb(218, 218, 218)"
v-border-30-19-30-20,"rgb(218, 218, 218)"
v-border-30-20-30-21,"rgb(218, 218, 218)"
v-border-30-21-30-22,"rgb(218, 218, 218)"
v-border-30-22-30-23,"rgb(218, 218, 218)"
v-border-30-23-30-24,"rgb(218, 218, 218)"
v-border-30-24-30-25,"rgb(218, 218, 218)"
v-border-30-25-30-26,"rgb(218, 218, 218)"
v-border-30-26-30-27,"rgb(218, 218, 218)"
v-border-30-27-30-28,"rgb(218, 218, 218)"
v-border-30-28-30-29,"rgb(218, 218, 218)"
v-border-30-29-30-30,"rgb(218, 218, 218)"
v-border-30-30-30-31,"rgb(218, 218, 218)"
h-border-30-0-31-0,"rgb(218, 218, 218)"
h-border-30-1-31-1,"rgb(218, 218, 218)"
h-border-30-2-31-2,"rgb(218, 218, 218)"
h-border-30-3-31-3,"rgb(218, 218, 218)"
h-border-30-4-31-4,"rgb(218, 218, 218)"
h-border-30-5-31-5,"rgb(218, 218, 218)"
h-border-30-6-31-6,"rgb(218, 218, 218)"
h-border-30-7-31-7,"rgb(218, 218, 218)"
h-border-30-8-31-8,"rgb(218, 218, 218)"
h-border-30-9-31-9,"rgb(218, 218, 218)"
h-border-30-10-31-10,"rgb(218, 218, 218)"
h-border-30-11-31-11,"rgb(218, 218, 218)"
h-border-30-12-31-12,"rgb(218, 218, 218)"
h-border-30-13-31-13,"rgb(218, 218, 218)"
h-border-30-14-31-14,"rgb(218, 218, 218)"
h-border-30-15-31-15,"rgb(218, 218, 218)"
h-border-30-16-31-16,"rgb(218, 218, 218)"
h-border-30-17-31-17,"rgb(218, 218, 218)"
h-border-30-18-31-18,"rgb(218, 218, 218)"
h-border-30-19-31-19,"rgb(218, 218, 218)"
h-border-30-20-31-20,"rgb(218, 218, 218)"
h-border-30-21-31-21,"rgb(218, 218, 218)"
h-border-30-22-31-22,"rgb(218, 218, 218)"
h-border-30-23-31-23,"rgb(218, 218, 218)"
h-border-30-24-31-24,"rgb(218, 218, 218)"
h-border-30-25-31-25,"rgb(218, 218, 218)"
h-border-30-26-31-26,"rgb(218, 218, 218)"
h-border-30-27-31-27,"rgb(218, 218, 218)"
h-border-30-28-31-28,"rgb(218, 218, 218)"
h-border-30-29-31-29,"rgb(218, 218, 218)"
h-border-30-30-31-30,"rgb(218, 218, 218)"
h-border-30-31-31-31,"rgb(218, 218, 218)"
v-border-31-0-31-1,"rgb(218, 218, 218)"
v-border-31-1-31-2,"rgb(218, 218, 218)"
v-border-31-2-31-3,"rgb(218, 218, 218)"
v-border-31-3-31-4,"rgb(218, 218, 218)"
v-border-31-4-31-5,"rgb(218, 218, 218)"
v-border-31-5-31-6,"rgb(218, 218, 218)"
v-border-31-6-31-7,"rgb(218, 218, 218)"
v-border-31-7-31-8,"rgb(218, 218, 218)"
v-border-31-8-31-9,"rgb(218, 218, 218)"
v-border-31-9-31-10,"rgb(218, 218, 218)"
v-border-31-10-31-11,"rgb(218, 218, 218)"
v-border-31-11-31-12,"rgb(218, 218, 218)"
v-border-31-12-31-13,"rgb(218, 218, 218)"
v-border-31-13-31-14,"rgb(218, 218, 218)"
v-border-31-14-31-15,"rgb(218, 218, 218)"
v-border-31-15-31-16,black
v-border-31-16-31-17,"rgb(218, 218, 218)"
v-border-31-17-31-18,"rgb(218, 218, 218)"
v-border-31-18-31-19,"rgb(218, 218, 218)"
v-border-31-19-31-20,"rgb(218, 218, 218)"
v-border-31-20-31-21,"rgb(218, 218, 218)"
v-border-31-21-31-22,"rgb(218, 218, 218)"
v-border-31-22-31-23,"rgb(218, 218, 218)"
v-border-31-23-31-24,"rgb(218, 218, 218)"
v-border-31-24-31-25,"rgb(218, 218, 218)"
v-border-31-25-31-26,"rgb(218, 218, 218)"
v-border-31-26-31-27,"rgb(218, 218, 218)"
v-border-31-27-31-28,"rgb(218, 218, 218)"
v-border-31-28-31-29,"rgb(218, 218, 218)"
v-border-31-29-31-30,"rgb(218, 218, 218)"
v-border-31-30-31-31,"rgb(218, 218, 218)"
